"id","text","author"
"f6b3331e-39fb-4e69-9874-7df7599f2682","These volumes were my study day and night and my familiarity with them increased that regret which I had felt as a child on learning that my fathers dying injunction had forbidden my uncle to allow me to embark in a seafaring life.","MWS"
"84d0bbf8-61e4-4227-b869-b4b0ce418432","These visions faded when I perused for the first time those poets whose effusions entranced my soul and lifted it to heaven.","MWS"
"faee2327-3404-4881-9bb0-7ce65ac2f806","I also became a poet and for one year lived in a paradise of my own creation; I imagined that I also might obtain a niche in the temple where the names of Homer and Shakespeare are consecrated.","MWS"
"8ad0ef9f-4c6f-4912-8777-aea0bd3a32b8","You are well acquainted with my failure and how heavily I bore the disappointment.","MWS"
"8eefc474-2687-4faf-9475-7434e11355a3","But just at that time I inherited the fortune of my cousin and my thoughts were turned into the channel of their earlier bent.","MWS"
"c763e9be-311c-43d7-9db2-21882a67b20b","Six years have passed since I resolved on my present undertaking.","MWS"
"e37b5ea6-2381-48d5-aa2a-e3914c28454c","I can even now remember the hour from which I dedicated myself to this great enterprise.","MWS"
"627c86c9-f955-447d-a966-77e5f58b6d57","I accompanied the whale-fishers on several expeditions to the North Sea; I voluntarily endured cold famine thirst and want of sleep; I often worked harder than the common sailors during the day and devoted my nights to the study of mathematics the theory of medicine and those branches of physical science from which a naval adventurer might derive the greatest practical advantage.","MWS"
"bde25f7d-3db4-4ab4-a096-e749421c6fcf","Twice I actually hired myself as an under-mate in a Greenland whaler and acquitted myself to admiration.","MWS"
"ed3be3b0-5b0e-427a-957f-39865de71372","I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness so valuable did he consider my services.","MWS"
"652bac3f-b3eb-4790-a719-0dddc4834b3f","And now dear Margaret do I not deserve to accomplish some great purpose My life might have been passed in ease and luxury but I preferred glory to every enticement that wealth placed in my path.","MWS"
"b49dd4ac-46f0-478c-a630-88a91bc91aa0","Oh that some encouraging voice would answer in the affirmative My courage and my resolution is firm; but my hopes fluctuate and my spirits are often depressed.","MWS"
"63743d54-59cd-4899-b390-8bcb6ad1a70c","I am about to proceed on a long and difficult voyage the emergencies of which will demand all my fortitude I am required not only to raise the spirits of others but sometimes to sustain my own when theirs are failing.","MWS"
"05034f69-e0d2-4e17-8b27-83da5c1d476e","This is the most favourable period for travelling in Russia.","MWS"
"c1e0e2cd-7d7d-480a-adbf-8c05cb3d16e8","They fly quickly over the snow in their sledges; the motion is pleasant and in my opinion far more agreeable than that of an English stagecoach.","MWS"
"64117004-e10b-4144-a72b-0596d99baff1","The cold is not excessive if you are wrapped in fursa dress which I have already adopted for there is a great difference between walking the deck and remaining seated motionless for hours when no exercise prevents the blood from actually freezing in your veins.","MWS"
"18c13235-8af5-42af-aef3-7ca7cc763b8f","I have no ambition to lose my life on the post-road between St. Petersburgh and Archangel.","MWS"
"ccb4edd7-dfb5-4a2f-95a2-62f4487869a4","I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there which can easily be done by paying the insurance for the owner and to engage as many sailors as I think necessary among those who are accustomed to the whale-fishing. I do not intend to sail until the month of June; and when shall I return Ah dear sister how can I answer this question If I succeed many many months perhaps years will pass before you and I may meet.","MWS"
"cdf97435-e6c8-4170-9ab7-eec9d86d7b79","Heaven shower down blessings on you and save me that I may again and again testify my gratitude for all your love and kindness.","MWS"
"16cbfbfc-d828-449e-8ae6-bf85cc968a00","Archangel 28th March 17.   How slowly the time passes here encompassed as I am by frost and snow Yet a second step is taken towards my enterprise.","MWS"
"11801aef-f95c-41ca-9910-ead6cb7e5909","I have hired a vessel and am occupied in collecting my sailors; those whom I have already engaged appear to be men on whom I can depend and are certainly possessed of dauntless courage.","MWS"
"00721900-2777-4389-a6ad-6ab943c622b9","But I have one want which I have never yet been able to satisfy and the absence of the object of which I now feel as a most severe evil I have no friend Margaret when I am glowing with the enthusiasm of success there will be none to participate my joy; if I am assailed by disappointment no one will endeavour to sustain me in dejection.","MWS"
"cc7455a3-46c5-4871-9786-bbb95eb22df7","I shall commit my thoughts to paper it is true; but that is a poor medium for the communication of feeling.","MWS"
"8463a59d-3ad4-4859-ac9d-cfc2f6458237","I desire the company of a man who could sympathise with me whose eyes would reply to mine.","MWS"
"1f87a4f3-0628-44d3-9538-45ecd8d257d2","You may deem me romantic my dear sister but I bitterly feel the want of a friend.","MWS"
"d4409f81-74e9-4544-ae10-9892add7260e","I have no one near me gentle yet courageous possessed of a cultivated as well as of a capacious mind whose tastes are like my own to approve or amend my plans.","MWS"
"0d0366da-3361-499b-a201-9f871ee1363d","How would such a friend repair the faults of your poor brother I am too ardent in execution and too impatient of difficulties.","MWS"
"43216828-351e-48d1-bb49-5ac61fd05b1d","But it is a still greater evil to me that I am self-educated for the first fourteen years of my life I ran wild on a common and read nothing but our Uncle Thomas books of voyages.","MWS"
"201cad54-cef4-4dad-8112-afa3627dc352","At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country.","MWS"
"242ebe18-b12b-4891-8ce2-d4044ed90d05","Now I am twenty-eight and am in reality more illiterate than many schoolboys of fifteen.","MWS"
"8197386a-bbb2-435e-8ed6-8d25910ac3cb","It is true that I have thought more and that my daydreams are more extended and magnificent but they want as the painters call it keeping; and I greatly need a friend who would have sense enough not to despise me as romantic and affection enough for me to endeavour to regulate my mind.","MWS"
"3cb988e9-e453-4436-b6dc-6033ab5a3588","Well these are useless complaints; I shall certainly find no friend on the wide ocean nor even here in Archangel among merchants and seamen.","MWS"
"fbef41db-76dd-45c4-ae9f-3ebeb822e8f2","Yet some feelings unallied to the dross of human nature beat even in these rugged bosoms.","MWS"
"387db154-9882-4f9f-9ea4-ad2ddc164aa2","My lieutenant for instance is a man of wonderful courage and enterprise; he is madly desirous of glory or rather to word my phrase more characteristically of advancement in his profession.","MWS"
"a5f643b7-51d5-4bd1-85c4-48b55ebfacb2","He is an Englishman and in the midst of national and professional prejudices unsoftened by cultivation retains some of the noblest endowments of humanity.","MWS"
"0597905e-6175-47e2-8a00-e24f60f08ce1","I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city I easily engaged him to assist in my enterprise.","MWS"
"3811f1a4-b87e-477e-8261-6e66db0ae9af","The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline.","MWS"
"ef1fae7f-3706-492b-936b-385822f896a1","This circumstance added to his well-known integrity and dauntless courage made me very desirous to engage him.","MWS"
"36a91f0d-2bb9-41ba-8613-0a01dfaeb4f5","A youth passed in solitude my best years spent under your gentle and feminine fosterage has so refined the groundwork of my character that I cannot overcome an intense distaste to the usual brutality exercised on board ship I have never believed it to be necessary and when I heard of a mariner equally noted for his kindliness of heart and the respect and obedience paid to him by his crew I felt myself peculiarly fortunate in being able to secure his services.","MWS"
"d49d1f5e-6e25-4bec-81e8-a43113f2d3fe","I heard of him first in rather a romantic manner from a lady who owes to him the happiness of her life.","MWS"
"d8955cb4-2114-46f8-845c-739e91bfc5ae","Some years ago he loved a young Russian lady of moderate fortune and having amassed a considerable sum in prize-money the father of the girl consented to the match.","MWS"
"dc8f5390-16c6-4a2d-b0d5-a8d41e86cf1e","He saw his mistress once before the destined ceremony; but she was bathed in tears and throwing herself at his feet entreated him to spare her confessing at the same time that she loved another but that he was poor and that her father would never consent to the union.","MWS"
"220e8b86-8d88-4dad-a704-69efc9705768","My generous friend reassured the suppliant and on being informed of the name of her lover instantly abandoned his pursuit.","MWS"
"75310816-d8cb-488b-8e4b-6db39b5fa1b8","He had already bought a farm with his money on which he had designed to pass the remainder of his life; but he bestowed the whole on his rival together with the remains of his prize-money to purchase stock and then himself solicited the young womans father to consent to her marriage with her lover.","MWS"
"b041c884-436b-4f66-86e0-b962a3b14781","But the old man decidedly refused thinking himself bound in honour to my friend who when he found the father inexorable quitted his country nor returned until he heard that his former mistress was married according to her inclinations.","MWS"
"de163fb5-0c30-473d-ac06-6e5dd9cd29a7","He is so; but then he is wholly uneducated he is as silent as a Turk and a kind of ignorant carelessness attends him which while it renders his conduct the more astonishing detracts from the interest and sympathy which otherwise he would command.","MWS"
"736f6f6d-2c13-4b0d-a6ae-13053a8e38df","Yet do not suppose because I complain a little or because I can conceive a consolation for my toils which I may never know that I am wavering in my resolutions.","MWS"
"55cfb3ec-ab5e-45f8-b211-a02b088bf433","Those are as fixed as fate and my voyage is only now delayed until the weather shall permit my embarkation.","MWS"
"ecc8a113-1b13-4b21-be2c-f45459186048","The winter has been dreadfully severe but the spring promises well and it is considered as a remarkably early season so that perhaps I may sail sooner than I expected.","MWS"
"a7f23f02-b3af-4e85-aa92-5aa306cbef71","I shall do nothing rashly  you know me sufficiently to confide in my prudence and considerateness whenever the safety of others is committed to my care.","MWS"
"6505cb98-366b-4005-8876-b1a730c4b39f","I cannot describe to you my sensations on the near prospect of my undertaking.","MWS"
"e4e7ccd4-0d50-4bb1-8c0b-f9c9132f85e3","It is impossible to communicate to you a conception of the trembling sensation half pleasurable and half fearful with which I am preparing to depart.","MWS"
"bd70a6c6-d5e1-4f7a-90fb-531872c4a4fa","I am going to unexplored regions to the land of mist and snow but I shall kill no albatross; therefore do not be alarmed for my safety or if I should come back to you as worn and woeful as the Ancient Mariner.","MWS"
"52ce8397-5595-4963-a008-0324608ada1f","You will smile at my allusion but I will disclose a secret.","MWS"
"04f523d1-6a03-4d56-9984-d36a114af3a4","I have often attributed my attachment to my passionate enthusiasm for the dangerous mysteries of ocean to that production of the most imaginative of modern poets.","MWS"
"e2e7ba9f-9c00-4bac-888c-e280e00158ea","I am practically industriouspainstaking a workman to execute with perseverance and labourbut besides this there is a love for the marvellous a belief in the marvellous intertwined in all my projects which hurries me out of the common pathways of men even to the wild sea and unvisited regions I am about to explore.","MWS"
"8eff9c55-f3e4-4c97-9a89-5ebc619af81c","Shall I meet you again after having traversed immense seas and returned by the most southern cape of Africa or America  I dare not expect such success yet I cannot bear to look on the reverse of the picture.","MWS"
"8fba25c2-1099-47c0-92e6-cf950a124060","Continue for the present to write to me by every opportunity I may receive your letters on some occasions when I need them most to support my spirits.","MWS"
"8a1f4c04-8dfe-4275-b1e7-ed9f4bbbdb3a","Remember me with affection should you never hear from me again.","MWS"
"c470457d-267e-4a2b-bc17-448c91674687","My dear Sister  I write a few lines in haste to say that I am safeand well advanced on my voyage.","MWS"
"c4680bc6-2ee0-4223-85d2-c993a813bd99","This letter will reach England by a merchantman now on its homeward voyage from Archangel; more fortunate than I who may not see my native land perhaps for many years.","MWS"
"87968c14-f697-4bf8-ad52-7129f9433c85","I am however in good spirits  my men are bold and apparently firm of purpose nor do the floating sheets of ice that continually pass us indicating the dangers of the region towards which we are advancing appear to dismay them.","MWS"
"d974b75c-4077-4785-9725-8d78fe03b55b","We have already reached a very high latitude; but it is the height of summer and although not so warm as in England the southern gales which blow us speedily towards those shores which I so ardently desire to attain breathe a degree of renovating warmth which I had not expected.","MWS"
"18ceba40-cbfe-451f-bee0-b90e67bf0dc2","No incidents have hitherto befallen us that would make a figure in a letter.","MWS"
"43f69d6d-fb92-4d2f-9b95-cf5c2e5621bb","One or two stiff gales and the springing of a leak are accidents which experienced navigators scarcely remember to record and I shall be well content if nothing worse happen to us during our voyage.","MWS"
"fcc7da96-54e0-4121-b164-827a922e504c","Be assured that for my own sake as well as yours I will not rashly encounter danger.","MWS"
"b5dc888d-834c-444f-8318-07c76651011a","Wherefore not  Thus far I have gone tracing a secure way over the pathless seas the very stars themselves being witnesses and testimonies of my triumph.","MWS"
"1fff60a6-61a2-49ca-bf52-31c25fcaae30","Why not still proceed over the untamed yet obedient element  What can stop the determined heart and resolved will of man  My swelling heart involuntarily pours itself out thus.","MWS"
"0c85a98d-be69-4b28-a5b1-95cbe8bb5903","So strange an accident has happened to us that I cannot forbear recording it although it is very probable that you will see me before these papers can come into your possession.","MWS"
"0549be23-4708-4365-a49e-3842d35d9220","Last Monday July 31st we were nearly surrounded by ice which closed in the ship on all sides scarcely leaving her the sea-room in which she floated.","MWS"
"7184da3e-0874-4d48-a173-e4380c6d6423","Our situation was somewhat dangerous especially as we were compassed round by a very thick fog.","MWS"
"59608451-8423-4a2c-91ba-3fc44a8a1348","We accordingly lay to hoping that some change would take place in the atmosphere and weather.","MWS"
"ee0c5820-0035-4bbb-95a3-5f9406df9750","About two oclock the mist cleared away and we beheld stretched out in every direction vast and irregular plains of ice which seemed to have no end.","MWS"
"b64eec7c-38d3-443b-8ae8-6d44b0906e07","Some of my comrades groaned and my own mind began to grow watchful with anxious thoughts when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation.","MWS"
"39400b8d-98ca-4826-9c23-3e78412f550a","We perceived a low carriage fixed on a sledge and drawn by dogs pass on towards the north at the distance of half a mile; a being which had the shape of a man but apparently of gigantic stature sat in the sledge and guided the dogs.","MWS"
"c5e36167-fce9-4893-b5bf-d507fbe65c05","We watched the rapid progress of the traveller with our telescopes until he was lost among the distant inequalities of the ice.","MWS"
"2c814dce-b5ec-423c-9f01-707cbcb29cef","We were as we believed many hundred miles from any land; but this apparition seemed to denote that it was not in reality so distant as we had supposed.","MWS"
"b9c8e5c9-ee21-4a8c-a316-9e7de9204135","Shut in however by ice it was impossible to follow his track which we had observed with the greatest attention.","MWS"
"183492e6-f64d-4ef7-b18e-478d0c882c1e","About two hours after this occurrence we heard the ground sea and before night the ice broke and freed our ship.","MWS"
"839e2a79-c2c3-4473-aaa2-eb0026780be5","We however lay to until the morning fearing to encounter in the dark those large loose masses which float about after the breaking up of the ice.","MWS"
"00d89067-8fae-46d8-aaea-29c1793ddc80","In the morning however as soon as it was light I went upon deck and found all the sailors busy on one side of the vessel apparently talking to someone in the sea.","MWS"
"40505777-3d32-4329-aed7-3166f1587dfb","It was in fact a sledge like that we had seen before which had drifted towards us in the night on a large fragment of ice.","MWS"
"c67a8143-8e3d-45d5-80a4-7a8eb6334695","Only one dog remained alive; but there was a human being within it whom the sailors were persuading to enter the vessel.","MWS"
"2cf20c10-9a8d-4f81-bbc7-8578865f6975","He was not as the other traveller seemed to be a savage inhabitant of some undiscovered island but a European.","MWS"
"32baf051-0fa1-48b4-b81e-7c9901f6715c","When I appeared on deck the master said Here is our captain and he will not allow you to perish on the open sea.","MWS"
"babfb9aa-f62e-4ded-8eba-4012b3b69faf","On perceiving me the stranger addressed me in English although with a foreign accent.","MWS"
"5f9d60aa-d008-4603-9f31-ed631cd69779","Before I come on board your vessel said he will you have the kindness to inform me whither you are bound  You may conceive my astonishment on hearing such a question addressed to me from a man on the brink of destruction and to whom I should have supposed that my vessel would have been a resource which he would not have exchanged for the most precious wealth the earth can afford.","MWS"
"3f69dbba-c9c2-4894-ac13-a50442966598","I replied however that we were on a voyage of discovery towards the northern pole.","MWS"
"c26dac01-5e61-438c-8e31-fb4111939a99","Upon hearing this he appeared satisfied and consented to come on board.","MWS"
"093b030c-a1dc-4259-8983-a94e2d9ffae2","Good God  Margaret if you had seen the man who thus capitulated for his safety your surprise would have been boundless.","MWS"
"05b3378d-972c-4cf5-acab-b81f4600ea23","His limbs were nearly frozen and his body dreadfully emaciated by fatigue and suffering.","MWS"
"10b4d540-e4b9-4d2f-8834-0ebc07d5f93f","We attempted to carry him into the cabin but as soon as he had quitted the fresh air he fainted.","MWS"
"f6ff7d6a-86ff-4bae-9c21-b20d223c3a82","We accordingly brought him back to the deck and restored him to animation by rubbing him with brandy and forcing him to swallow a small quantity.","MWS"
"3e0114a7-43cc-4589-8493-2ec4f8bfeb23","As soon as he showed signs of life we wrapped him up in blankets and placed him near the chimney of the kitchen stove.","MWS"
"4eef1e9a-6239-4eac-9606-3c220667f405","By slow degrees he recovered and ate a little soup which restored him wonderfully.","MWS"
"75e60d09-c17d-44d0-9089-a7c56f360eef","Two days passed in this manner before he was able to speak and I often feared that his sufferings had deprived him of understanding.","MWS"
"89c3d84c-1368-4767-9656-0f9f9463cb19","When he had in some measure recovered I removed him to my own cabin and attended on him as much as my duty would permit.","MWS"
"16dd716d-e870-42a1-a716-ca93ef3824ac","I never saw a more interesting creature  his eyes have generally an expression of wildness and even madness but there are moments when if anyone performs an act of kindness towards him or does him any the most trifling service his whole countenance is lighted up as it were with a beam of benevolence and sweetness that I never saw equalled.","MWS"
"dfd5b737-3334-49d1-8bfe-fa7a31855a96","But he is generally melancholy and despairing and sometimes he gnashes his teeth as if impatient of the weight of woes that oppresses him.","MWS"
"b4f1b3a2-dbfe-467a-a607-befcce8a74cb","When my guest was a little recovered I had great trouble to keep off the men who wished to ask him a thousand questions; but I would not allow him to be tormented by their idle curiosity in a state of body and mind whose restoration evidently depended upon entire repose.","MWS"
"64dc7415-68c7-4f68-9506-8f1288710f93","Once however the lieutenant asked why he had come so far upon the ice in so strange a vehicle.","MWS"
"78e266a7-1bae-4ae4-baa1-638cc9a97b06","His countenance instantly assumed an aspect of the deepest gloom and he replied To seek one who fled from me.","MWS"
"26a141e5-c66a-4c4a-a368-3524d03ccf2c","And did the man whom you pursued travel in the same fashion  Yes.  Then I fancy we have seen him for the day before we picked you up we saw some dogs drawing a sledge with a man in it across the ice.","MWS"
"beb5a568-3951-4939-94cd-9a0c062a88b0","This aroused the strangers attention and he asked a multitude of questions concerning the route which the dmon as he called him had pursued.","MWS"
"a26d391d-fe19-48ab-89fd-e3a7bde97080","Soon after when he was alone with me he said I have doubtless excited your curiosity as well as that of these good people; but you are too considerate to make inquiries.","MWS"
"b299336e-d1d9-493f-b8ab-1754d723654d","Certainly; it would indeed be very impertinent and inhuman in me to trouble you with any inquisitiveness of mine.","MWS"
"3264c56d-a9c1-4769-8660-071ba2bf8045","And yet you rescued me from a strange and perilous situation; you have benevolently restored me to life.","MWS"
"a100195e-5cd4-43e7-a0c0-0b992e80a5b0","Soon after this he inquired if I thought that the breaking up of the ice had destroyed the other sledge.","MWS"
"595ff2b6-a210-4a48-a205-d9f3b3cb7a85","I replied that I could not answer with any degree of certainty for the ice had not broken until near midnight and the traveller might have arrived at a place of safety before that time; but of this I could not judge.","MWS"
"0186c84c-0828-440b-be18-341d86c41e11","From this time a new spirit of life animated the decaying frame of the stranger.","MWS"
"3bad054b-cafd-4488-a5d6-bb84f150e781","He manifested the greatest eagerness to be upon deck to watch for the sledge which had before appeared; but I have persuaded him to remain in the cabin for he is far too weak to sustain the rawness of the atmosphere.","MWS"
"2e265dac-1ce2-4965-8385-dcbb87014163","I have promised that someone should watch for him and give him instant notice if any new object should appear in sight.","MWS"
"0c1f4168-70cc-4a0d-947a-f39df5b69229","Such is my journal of what relates to this strange occurrence up to the present day.","MWS"
"077e48ed-5260-4abd-82a8-25361d8596f6","The stranger has gradually improved in health but is very silent and appears uneasy when anyone except myself enters his cabin.","MWS"
"1d26bd92-870d-44bf-9584-69c2f7ef9012","Yet his manners are so conciliating and gentle that the sailors are all interested in him although they have had very little communication with him.","MWS"
"119ec7aa-c1f6-43a2-8287-333af1089539","For my own part I begin to love him as a brother and his constant and deep grief fills me with sympathy and compassion.","MWS"
"4efb435a-a19a-4f0f-bdcc-e419bc346c4e","He must have been a noble creature in his better days being even now in wreck so attractive and amiable.","MWS"
"bf97ecb8-15c9-4a12-8f8d-ddfdb078f88e","I said in one of my letters my dear Margaret that I should find no friend on the wide ocean; yet I have found a man who before his spirit had been broken by misery I should have been happy to have possessed as the brother of my heart.","MWS"
"69f01be1-573f-4e28-82be-9b32222a9a4b","I shall continue my journal concerning the stranger at intervals should I have any fresh incidents to record.","MWS"
"60d5608b-0eb2-40c3-90b6-f75c20a021d1","How can I see so noble a creature destroyed by misery without feeling the most poignant grief  He is so gentle yet so wise; his mind is so cultivated and when he speaks although his words are culled with the choicest art yet they flow with rapidity and unparalleled eloquence.","MWS"
"3f744291-8748-43d5-ba42-55039b830c56","He is now much recovered from his illness and is continually on the deck apparently watching for the sledge that preceded his own.","MWS"
"678d7f23-6407-402b-9087-f45caf91db81","Yet although unhappy he is not so utterly occupied by his own misery but that he interests himself deeply in the projects of others.","MWS"
"fc47057e-0a26-4d2f-9ea9-6cb5a93a9ed2","He has frequently conversed with me on mine which I have communicated to him without disguise.","MWS"
"a63ded41-c215-4795-86b8-5d5d056712e0","He entered attentively into all my arguments in favour of my eventual success and into every minute detail of the measures I had taken to secure it.","MWS"
"ded53e9e-ca1c-436e-9b2c-68fdd9fd7ab1","I was easily led by the sympathy which he evinced to use the language of my heart to give utterance to the burning ardour of my soul and to say with all the fervour that warmed me how gladly I would sacrifice my fortune my existence my every hope to the furtherance of my enterprise.","MWS"
"961c3d62-62e5-42b2-82d6-e808e9fc39d3","One mans life or death were but a small price to pay for the acquirement of the knowledge which I sought for the dominion I should acquire and transmit over the elemental foes of our race.","MWS"
"80610a56-e642-4938-98f4-e030f850d7cb","At first I perceived that he tried to suppress his emotion; he placed his hands before his eyes and my voice quivered and failed me as I beheld tears trickle fast from between his fingers; a groan burst from his heaving breast.","MWS"
"1eabf465-4c00-4998-9c2e-3903de67a216","I paused; at length he spoke in broken accents Unhappy man Do you share my madness Have you drunk also of the intoxicating draught Hear me; let me reveal my tale and you will dash the cup from your lips  Such words you may imagine strongly excited my curiosity; but the paroxysm of grief that had seized the stranger overcame his weakened powers and many hours of repose and tranquil conversation were necessary to restore his composure.","MWS"
"dca823c2-100a-4ddd-8abb-e322a01c2ac3","Having conquered the violence of his feelings he appeared to despise himself for being the slave of passion; and quelling the dark tyranny of despair he led me again to converse concerning myself personally.","MWS"
"66951bf6-6a37-4d34-8031-251b5b077921","The tale was quickly told but it awakened various trains of reflection.","MWS"
"0dd0af27-375b-4428-9a7a-8372d55510c4","I spoke of my desire of finding a friend of my thirst for a more intimate sympathy with a fellow mind than had ever fallen to my lot and expressed my conviction that a man could boast of little happiness who did not enjoy this blessing.","MWS"
"3752f8f0-116b-47ee-aacc-fbeb4eba028d","I agree with you replied the stranger; we are unfashioned creatures but half made up if one wiser better dearer than ourselvessuch a friend ought to bedo not lend his aid to perfectionate our weak and faulty natures.","MWS"
"0a4251a2-4a74-4640-a9c8-28d7fbc6286e","I once had a friend the most noble of human creatures and am entitled therefore to judge respecting friendship.","MWS"
"820255d9-4800-4c17-b9a7-d2a7c25ed86e","You have hope and the world before you and have no cause for despair.","MWS"
"017ba190-7ec1-454f-a2a4-c03538bbe2d7","But II have lost everything and cannot begin life anew.","MWS"
"410fbdb6-e5c6-45b7-98dc-c8bef59ef2c1","As he said this his countenance became expressive of a calm settled grief that touched me to the heart.","MWS"
"d7371eb6-50e9-4aa6-acda-4a51dec0bb55","But he was silent and presently retired to his cabin.","MWS"
"c12cb903-a95e-44fc-852c-b18c988881b5","Even broken in spirit as he is no one can feel more deeply than he does the beauties of nature.","MWS"
"774d3403-d2f4-4370-a1e4-199d6e7a318a","The starry sky the sea and every sight afforded by these wonderful regions seem still to have the power of elevating his soul from earth.","MWS"
"9606db33-7e32-44ab-aae5-f45544c9af8d","Such a man has a double existence  he may suffer misery and be overwhelmed by disappointments yet when he has retired into himself he will be like a celestial spirit that has a halo around him within whose circle no grief or folly ventures.","MWS"
"cafb67d1-b897-4004-9b49-629b6a9d9637","Will you smile at the enthusiasm I express concerning this divine wanderer  You would not if you saw him.","MWS"
"34f78c50-7118-49cb-aafa-a3f7d95a3664","You have been tutored and refined by books and retirement from the world and you are therefore somewhat fastidious; but this only renders you the more fit to appreciate the extraordinary merits of this wonderful man.","MWS"
"20b8d085-b5c5-411f-bfbc-c111714be979","Sometimes I have endeavoured to discover what quality it is which he possesses that elevates him so immeasurably above any other person I ever knew.","MWS"
"a3ebb5c0-52f2-4a95-ab32-353593a9e7c6","I believe it to be an intuitive discernment a quick but never-failing power of judgment a penetration into the causes of things unequalled for clearness and precision; add to this a facility of expression and a voice whose varied intonations are soul-subduing music.","MWS"
"ca13f9c1-d87a-4de7-b4a6-1598cf6a5242","Yesterday the stranger said to me You may easily perceive Captain Walton that I have suffered great and unparalleled misfortunes.","MWS"
"d480e216-6e9b-46b1-adaf-9c32664d1b1b","I had determined at one time that the memory of these evils should die with me but you have won me to alter my determination.","MWS"
"09ab27e0-8248-422a-b301-2ba85f1eb4d0","You seek for knowledge and wisdom as I once did; and I ardently hope that the gratification of your wishes may not be a serpent to sting you as mine has been.","MWS"
"74f8f8b8-a1c4-491e-95ad-f9d0084a6ef0","I do not know that the relation of my disasters will be useful to you; yet when I reflect that you are pursuing the same course exposing yourself to the same dangers which have rendered me what I am I imagine that you may deduce an apt moral from my tale one that may direct you if you succeed in your undertaking and console you in case of failure.","MWS"
"54194cca-134f-4194-9cc7-20122fecd414","Prepare to hear of occurrences which are usually deemed marvellous.","MWS"
